post_id,candidato,tema,polarizacion_consenso,umap_x,umap_y
1mtgscm,jara,campana_electoral,0.1,-3.0012944,1.6099517
1pnc69z,jara,identidad,0.3,-1.5868448,-2.2012715
1ndyalk,jara,democracia,0.7,-0.3288968,2.9115484
1odgz5s,jara,democracia,0.7425,0.313731,-3.9444478
1pjdjo2,jara,identidad,0.55,3.5116642,1.5576388
1nyy3zn,jara,campana_electoral,0.25,4.608623,13.017909
1ohbtyg,jara,democracia,0.7425,1.4302775,-6.6637173
1pi5fre,jara,campana_electoral,0.35,-0.10299031,0.62530434
1mvb4ik,jara,economia,0.24,-4.6366243,5.4883323
1nd4ghg,jara,democracia,0.25,6.4006433,-3.847591
1ozmpyw,jara,seguridad,0.5,0.6673576,3.0376325
1ptu68g,jara,economia,0.3,-1.553242,4.346504
1o7s8kt,jara,democracia,0.35,-0.40207466,3.4719474
1mlxxnz,jara,democracia,0.3,-1.8154567,3.1258764
1oz29fc,jara,democracia,0.25,1.8824608,-7.0980434
1p685ly,jara,campana_electoral,0.45,-3.9686882,-1.1430122
1mk51n4,jara,democracia,0.7,6.252556,-0.079233214
1n4tsyy,jara,seguridad,0.6,-0.12299315,4.4797735
1p0ldsb,jara,venezuela_latam,0.35,-0.13262881,1.1834303
1p8jgq5,jara,identidad,0.2,3.583688,1.87985
1p43msc,jara,economia,0.3,0.2813394,5.1640196
1mmz32q,jara,democracia,0.45,2.172504,-7.383266
1ogls70,jara,campana_electoral,0.3,-5.2829447,-2.5902069
1pi5fre,jara,seguridad,0.36,3.0048463,-2.3537064
1odgz5s,jara,campana_electoral,0.4,-5.907591,3.5513961
1pgj05n,jara,campana_electoral,0.25,-1.9044145,12.709612
1pmve6s,jara,campana_electoral,0.81,-1.4197876,0.9754023
1px42s9,jara,democracia,0.4,-0.7777949,3.609531
1p89unk,jara,democracia,0.15,-0.27126276,3.5801075
1oigj3c,jara,democracia,0.66,-7.0243907,3.6974676
1ncvp88,jara,economia,1.0,2.3305755,-0.8774615
1nyy3zn,jara,democracia,0.55,-2.0360518,-0.15143625
1pcbwv0,jara,democracia,0.5,0.3403972,0.5672512
1oz2z5x,jara,campana_electoral,0.45,-6.6337748,3.7768881
1n3pd37,jara,economia,0.25,2.5611515,6.927338
1ou19zr,jara,identidad,0.35,-3.6838315,-1.1802826
1odgz5s,jara,seguridad,0.7,3.505532,0.48726436
1owb0t7,jara,identidad,0.65,0.2714992,-1.3121126
1p51ed0,jara,moral,0.495,0.65166557,4.3954983
1nvqcrx,jara,democracia,0.4,-2.3741257,-2.1565573
1ozic2j,jara,economia,0.6,1.9598593,-1.0311908
1p0v8aw,jara,economia,0.4,3.2489884,0.55966794
1nzuzzd,jara,campana_electoral,0.25,-1.8894414,3.2051783
1nfao7y,jara,economia,0.4,3.3931947,0.5250487
1px42s9,jara,moral,0.385,0.30418363,1.9586139
1mmsu4u,jara,campana_electoral,0.45,-3.7021797,1.3074608
1n68ebj,jara,economia,0.65,2.1242962,0.7953224
1p2mtyk,jara,seguridad,0.7425,0.96821856,-1.7467433
1owb0t7,jara,identidad,0.65,-1.8826226,-1.6379936
1owgqg6,jara,identidad,0.6,3.4708905,-2.3241928
1p2wsmz,jara,democracia,0.45,0.11593481,0.9319141
1p35rpp,jara,medios_fakenews,0.77,-1.7034688,4.469904
1om0fpv,jara,economia,0.2,-7.0336056,6.5552087
1o3xi9h,jara,campana_electoral,0.5,5.5031705,-0.97221404
1pk1f27,jara,seguridad,0.55,1.1658359,0.5509867
1ozi7gj,jara,identidad,0.45,0.37842,-0.7748789
1piy6kx,jara,campana_electoral,0.1,-0.09531512,5.5699306
1odgz5s,jara,religion_valvores,0.85,-1.8678637,11.729835
1p14trf,jara,identidad,0.35,-0.52416563,-2.3337595
1ok2i5j,jara,pinochet_ddhh,0.4,3.5505137,-2.202999
1o7s8kt,jara,identidad,0.6,-1.7448785,4.3276234
1pcs5o5,jara,economia,0.15,-0.16008578,0.63051397
1ne2c1u,jara,democracia,0.3,0.6916656,-2.2859046
1ooa6ak,jara,democracia,0.25,6.289344,-3.3551488
1pcs8u4,jara,identidad,0.4,-0.046935394,0.5940016
1piowld,jara,democracia,0.45,6.304805,-3.4603622
1p02rmj,jara,identidad,0.45,-2.0005398,0.8453555
1p6llck,jara,democracia,0.3,0.49192446,-4.635793
1muyjix,jara,campana_electoral,0.65,2.3634799,1.4966174
1pglvok,jara,seguridad,0.15,0.95448613,5.8732615
1oxbq0o,jara,medios_fakenews,0.4,2.5175726,-0.3043644
1moovfw,jara,democracia,0.15,5.9013295,-4.1046853
1p3w2nq,jara,economia,0.5,0.56163144,-0.098298684
1ooa6ak,jara,campana_electoral,0.4,0.102565214,6.8229117
1p8jgq5,jara,medios_fakenews,0.1,-1.8589976,3.641805
1on1vq8,jara,economia,0.25,2.2803535,2.7782872
1oyg9te,jara,identidad,0.6,-0.032363284,0.2507368
1nug1xi,jara,migracion,0.6,-0.59983903,4.2915897
1p0fohd,jara,moral,0.5,-4.9100447,5.1062527
1p31j46,jara,democracia,0.2,0.5209638,-5.1478643
1po3qot,jara,economia,0.55,2.4189715,3.6858683
1ov943h,jara,identidad,0.25,-2.2433689,-2.6445487
1pe41e1,jara,campana_electoral,0.55,-3.1122444,1.8325958
1p0bkyw,jara,campana_electoral,0.35,-3.976624,-1.0190542
1ochf8o,jara,democracia,0.55,2.177256,-6.2130213
1ovprdc,jara,campana_electoral,0.55,-0.3743733,4.8686805
1ot2eqj,jara,democracia,0.6,6.5378175,-1.8209093
1ple47a,jara,religion_valvores,0.3,-0.35929745,2.4109795
1pffwt1,jara,medios_fakenews,0.3,-1.8997747,4.3551784
1pmyvdg,jara,democracia,0.72,3.646277,-0.3417281
1mxha37,jara,moral,0.35,0.5906495,3.780257
1oysbv9,jara,democracia,0.4,-0.6161438,1.5441893
1ok2i5j,jara,moral,0.2,-1.747258,7.039676
1mval2u,jara,democracia,0.45,6.246028,0.15521401
1p8jgq5,jara,religion_valvores,0.15,-3.1813068,-2.97763
1nyy3zn,jara,democracia,0.4,6.6763544,1.5233729
1od9th6,jara,campana_electoral,0.35,4.2445726,2.5159268
1ow60n7,jara,democracia,0.2,-1.5321567,0.7594485
1mykosv,jara,campana_electoral,0.35,-4.6322503,5.0899253
1nf2nqf,jara,campana_electoral,0.25,-1.908282,12.708751
1p1724m,jara,seguridad,0.4,-2.601561,1.6811651
1p9wvk3,jara,seguridad,0.3,-1.8383206,0.6704658
1nvezlh,jara,democracia,0.15,3.2584727,-7.100155
1odgz5s,jara,democracia,0.25,2.3307884,-6.672388
1ozokrg,jara,campana_electoral,0.2,2.7723582,3.7895396
1oq7gwf,jara,identidad,0.36,-0.1888309,2.3690727
1mj42es,jara,democracia,0.45,-1.5652498,3.3867352
1owb0t7,jara,identidad,0.65,2.1208088,0.8032307
1odgz5s,jara,identidad,0.2,2.0061865,3.2840726
1onoku6,jara,campana_electoral,0.45,0.070716605,6.560022
1p0ldsb,jara,democracia,0.35,-1.7312613,0.4073682
1pd3b5x,jara,campana_electoral,0.4,5.275525,-0.9198483
1ndknr3,jara,democracia,0.4,5.910984,-4.0388803
1mj0rr3,jara,campana_electoral,0.42,-4.6322427,5.039975
1p8vx9e,jara,religion_valvores,0.3,2.7910028,5.443868
1p8jgq5,jara,campana_electoral,0.4,-4.084375,1.1579708
1op6wty,jara,economia,0.35,-1.2835876,4.651745
1pka6wa,jara,democracia,0.3,13.640294,3.3734896
1ozwzeh,jara,campana_electoral,0.45,13.622969,3.3304894
1p0mq6y,jara,identidad,0.5,0.44582096,-2.2943478
1mwmn4a,jara,democracia,0.84,1.7664804,1.2403098
1pnc69z,jara,campana_electoral,0.8775,5.364116,-0.8467102
1nfao7y,jara,economia,0.2,1.3110805,5.919991
1n87vfw,jara,medios_fakenews,0.25,-1.5929228,4.3176084
1pmv2ft,jara,democracia,0.5,0.12617482,0.20732003
1pjooqb,jara,economia,0.25,0.026128966,4.6905537
1p3vut0,jara,moral,0.22,-0.69847476,-2.0947702
1ov4fyd,jara,democracia,0.4,2.7659967,-7.0984936
1ns0jpl,jara,democracia,0.435,6.7060766,1.3954158
1pmv2ft,jara,identidad,0.55,-4.0271616,2.3675246
1nm083d,jara,moral,0.55,-0.26936784,-2.476866
1onoku6,jara,democracia,0.4,-1.9335843,1.2483546
1mwqjes,jara,moral,0.55,-5.454517,1.0331507
1pmv2ft,jara,democracia,0.4,0.5144731,-4.4057975
1mtuwxr,jara,moral,0.5,0.90635437,0.78947216
1ple47a,jara,campana_electoral,0.4,-4.732328,5.3180027
1p1bqc4,jara,democracia,0.77,0.22098185,-5.6174917
1oybifx,jara,campana_electoral,0.2,-7.340639,3.744606
1n1qy3v,jara,democracia,0.42,-1.299511,0.9066129
1ov4fyd,jara,economia,0.54,-1.0458649,0.9196147
1od9th6,jara,economia,0.45,4.6046457,0.40073285
1pcdmyl,jara,campana_electoral,0.45,-4.55791,4.931656
1p51ed0,jara,democracia,0.45,1.9789324,3.2116816
1pd37do,jara,campana_electoral,0.45,-0.17779304,3.1906676
1mjnpab,jara,campana_electoral,0.55,-6.9832478,3.6219046
1ok4e23,jara,economia,0.65,13.628484,3.333789
1p7f3zy,jara,campana_electoral,0.36,-0.44973925,2.0658727
1n003eo,jara,economia,0.5,-0.12109776,4.7387185
1ozhtkm,jara,campana_electoral,0.35,-6.2146363,3.9108517
1mj42es,jara,democracia,0.29,-1.3109365,3.024899
1ouhnak,jara,democracia,0.3,-1.3821869,0.27129343
1pip7qp,jara,seguridad,0.55,-0.69649744,1.6428539
1pme9ym,jara,democracia,0.65,6.2518697,1.144043
1ozhtkm,jara,campana_electoral,0.3,4.208604,2.4789112
1ov4fyd,jara,campana_electoral,0.35,0.0032800697,6.7413816
1o9law4,jara,campana_electoral,0.55,-5.6000056,0.7441229
1ow01qu,jara,identidad,0.31,2.384546,-0.8781527
1pousb9,jara,identidad,0.6,2.0791316,1.0011071
1p01fea,jara,democracia,0.2,-5.933298,3.5364597
1o5vj4q,jara,seguridad,0.63,2.362304,1.5028245
1ol1maf,jara,campana_electoral,0.55,-0.11581715,0.46396238
1pme9ym,jara,democracia,0.65,-0.6090886,1.232342
1n7n8lb,jara,campana_electoral,0.45,-3.9752808,-1.0924127
1pinrt7,jara,democracia,0.25,6.4160457,-4.134056
1ov4fyd,jara,campana_electoral,0.25,-3.707528,1.3536298
1o5nt41,jara,democracia,0.5,-1.1023549,4.8565726
1ozwzeh,jara,democracia,0.5,-4.1221457,2.255208
1ogy8dt,jara,identidad,0.5,-2.7106142,-2.1664667
1owytm7,jara,democracia,0.15,0.5807181,2.9584193
1p0vozk,jara,economia,0.25,-0.936774,4.252541
1owb0t7,jara,democracia,0.55,2.764555,-6.8486357
1oad274,jara,democracia,0.3,-5.8730288,0.090746604
1oxt3nz,jara,democracia,0.6525,2.7696178,5.559457
1oneaub,jara,seguridad,0.45,-1.5685674,0.75515085
1pfyeo1,jara,economia,0.55,-1.9762385,0.9592192
1p7d91f,jara,democracia,0.54,6.3082604,-4.095421
1ptatc7,jara,moral,0.84,5.457093,-0.9703771
1oukjej,jara,democracia,0.15,2.1136816,-7.942653
1pin459,jara,economia,0.65,-2.5548847,2.1300678
1ovzt0c,jara,democracia,0.45,1.1253371,1.9020451
1mlnq69,jara,moral,0.35,-0.98863417,4.253002
1p4pkd7,jara,democracia,0.54,-6.9851418,6.528456
1oxbq0o,jara,identidad,0.2,0.36180863,0.69828147
1ok2i5j,jara,religion_valvores,0.4,1.2637161,1.6246356
1nl31hr,jara,seguridad,0.55,0.30777586,3.4799182
1p89unk,jara,democracia,0.1,5.765755,1.3002083
1ozhtkm,jara,seguridad,0.2,3.025261,3.4451191
1pj05dc,jara,identidad,0.35,3.0406046,0.6201421
1oz1h4a,jara,democracia,0.2,1.9442972,-7.0135994
1oyqspo,jara,democracia,0.15,2.8912866,-6.679841
1pinrse,jara,identidad,0.4,-1.4155039,-1.1691517
1ov4fyd,jara,democracia,0.25,2.1703625,-6.2423778
1p7f3zy,jara,campana_electoral,0.35,-5.3762665,0.59480774
1o86rj7,jara,pinochet_ddhh,0.35,3.157658,-2.4530082
1pi5fre,jara,campana_electoral,0.45,-4.377773,5.2712784
1pnc69z,jara,moral,0.35,2.2511463,2.4353077
1n7n8lb,jara,economia,0.2,-2.7174852,2.2027154
1p14trf,jara,democracia,0.25,6.0252934,1.2620596
1nvezlh,jara,democracia,0.8525,0.57666296,-4.7812147
1pa4iw4,jara,democracia,0.4,-0.31921434,1.0029227
1p89unk,jara,economia,0.55,2.5678942,-6.0610194
1ot9qed,jara,campana_electoral,0.5,4.566463,0.66901225
1pd7oce,jara,migracion,0.81,-1.0090384,-0.6757062
1pnc69z,jara,campana_electoral,0.65,2.53332,3.932121
1ohbtyg,jara,democracia,0.4,-0.4570543,-5.418032
1oz4oem,jara,campana_electoral,0.1,-3.8630102,-1.0142063
1odgz5s,jara,democracia,0.3,-1.9055669,12.686434
1pp7dle,jara,identidad,0.6,0.94404,-0.2768086
1owju60,jara,seguridad,0.65,-0.95171845,-1.9034488
1odgz5s,jara,economia,0.35,2.8327398,7.2633557
1oz0zv1,jara,economia,0.4,-2.6839726,-0.9029487
1p1qt6h,jara,seguridad,0.6,0.55043596,-2.370408
1p92ihd,jara,campana_electoral,0.4,5.482804,-0.9933097
1p7d91f,jara,democracia,0.35,7.167436,-3.727908
1piocrs,jara,campana_electoral,0.15,-2.4461634,-0.3121714
1ns1meu,jara,democracia,0.65,-4.9174633,5.077356
1p7f3zy,jara,economia,0.5,0.22681277,4.813505
1pju4lr,jara,pinochet_ddhh,0.5,3.2227163,-2.455782
1p1dns0,jara,campana_electoral,0.35,5.523524,-0.8635804
1ple47a,jara,venezuela_latam,0.4,-1.2500739,5.6773267
1ozj7yg,jara,economia,0.4,3.091538,7.1448183
1o7lyro,jara,campana_electoral,0.66,-4.645814,5.0887756
1mokdp5,jara,identidad,0.65,2.5045016,3.0367906
1p4yiav,jara,economia,0.435,2.6591215,-7.409071
1n6qj2d,jara,identidad,0.58,-0.050519798,6.568037
1nz7u3p,jara,campana_electoral,0.65,5.0366807,-0.9075284
1ohbx9k,jara,campana_electoral,0.35,-2.7888393,1.8607488
1p6h5wd,jara,campana_electoral,0.45,-5.679206,0.86364514
1p0a1ns,jara,venezuela_latam,0.72,2.2956333,4.956469
1ozokrg,jara,religion_valvores,0.1,0.45003736,3.0114274
1op6wty,jara,identidad,0.2,0.5291294,-2.106824
1oyiasd,jara,democracia,0.4,3.7661178,-5.1063046
1pcs5o5,jara,economia,0.45,0.66273475,-0.5126673
1pirhmi,jara,campana_electoral,0.5,1.3702751,3.787467
1pip7qp,jara,identidad,0.45,0.7439312,-0.53079265
1ov4fyd,jara,economia,0.3,0.09240444,6.624709
1p1trax,jara,economia,0.55,2.6286085,-5.110744
1n6pq8l,jara,campana_electoral,0.2,-6.018458,0.5223062
1or8ido,jara,identidad,0.3,-2.3992758,-2.3755374
1ogy8dt,jara,democracia,0.15,-5.792555,10.698722
1o5h8m1,jara,economia,0.65,-0.47270504,0.18175821
1p8vx9e,jara,democracia,0.15,3.1525688,-6.0325413
1oyzrkp,jara,democracia,0.2,0.21047294,-5.6324425
1onz8ii,jara,campana_electoral,0.6,-2.2007735,-0.069300115
1oukjej,jara,democracia,0.65,4.673255,-0.15176418
1od9th6,jara,democracia,0.69,-0.26946938,-0.872487
1oa5cc9,jara,identidad,0.65,-2.3439252,-2.6479483
1mmz32q,jara,moral,0.65,-5.8985186,1.2256757
1nczxlj,jara,identidad,0.42,0.08300319,0.32920375
1neoyyp,jara,economia,0.55,1.2138177,5.780432
1pffwt1,jara,economia,0.405,1.0826255,2.9590244
1o6nrna,jara,identidad,0.55,-2.0379384,-2.430595
1pmawne,jara,campana_electoral,0.1,-4.2544694,-0.5323334
1ne2c1u,jara,campana_electoral,0.2,-6.0429306,0.50421333
1oyyaxn,jara,identidad,0.25,0.015431008,-2.32013
1oz0161,jara,democracia,0.5,0.16547392,-5.692869
1myhihi,jara,campana_electoral,0.3,-0.017529422,6.740565
1ntzhmt,jara,democracia,0.6075,-2.007108,11.631134
1ooa6ak,jara,medios_fakenews,0.4,-4.19436,4.9804063
1p0khoe,jara,democracia,0.5,-5.1341295,7.2897873
1pazctx,jara,campana_electoral,0.78,6.616446,-1.7490841
1oz2z5x,jara,seguridad,0.55,2.141369,5.2775574
1pi93hd,jara,democracia,0.35,-0.52621067,1.3068368
1p8vx9e,jara,identidad,0.25,0.20927423,-1.2553279
1o340bv,jara,pinochet_ddhh,0.45,2.7006905,4.961314
1p51ed0,jara,moral,0.55,-0.29915228,0.8312504
1pk3vzj,jara,campana_electoral,0.2,-2.7504585,2.4308555
1oxbq0o,jara,moral,0.605,-0.08441899,5.608701
1nazasi,jara,campana_electoral,0.675,-0.32579088,-2.452216
1p9lqcp,jara,campana_electoral,0.35,-0.44453853,2.7907252
1npwcc6,jara,economia,0.4,3.095366,7.133088
1p51ed0,jara,identidad,0.36,3.0280874,3.4459808
1mxdsg9,jara,economia,0.15,0.19863302,5.2010646
1n51nwp,jara,democracia,0.4,0.123588696,3.7113724
1p77147,jara,democracia,0.35,-1.293904,1.9840162
1ot2eqj,jara,identidad,0.55,-3.11573,3.1571257
1ozenm6,jara,campana_electoral,0.4,-3.102479,0.009822916
1nlkj8n,jara,campana_electoral,0.15,-3.1782393,-2.9758592
1p1yvgk,jara,seguridad,0.4,-2.2428648,0.95177734
1p16rvs,jara,identidad,0.25,-5.015997,5.292202
1ndx29y,jara,seguridad,0.5,6.162256,-4.334209
1ndyalk,jara,identidad,0.55,0.24404019,0.29289457
1pjfpqj,jara,democracia,0.45,-1.4039321,3.036926
1piqask,jara,venezuela_latam,0.5,1.0909005,3.3907309
1oyiasd,jara,campana_electoral,0.25,-4.0409827,-1.1395893
1n003eo,jara,religion_valvores,0.35,0.9338653,2.014024
1pglvok,jara,venezuela_latam,0.15,-2.2347152,2.913887
1p1qt6h,jara,campana_electoral,0.35,-1.0594748,0.1299069
1oifjt6,jara,identidad,0.25,-1.6215594,-2.0935597
1nmwbtz,jara,seguridad,0.45,-0.69734883,4.644384
1p51ed0,jara,democracia,0.5,0.7700988,-5.8241916
1p1b8wf,jara,democracia,0.5,-2.9601457,3.458644
1oifjt6,jara,democracia,0.3,1.9544519,-7.0045714
1nb8jum,jara,campana_electoral,0.55,3.564141,2.7315452
1mtuwxr,jara,democracia,0.5,6.481138,2.2735698
1mj42es,jara,moral,0.3,-0.23703389,0.7620727
1pn0x5r,jara,campana_electoral,0.25,-3.887446,-1.1712507
1o5xbtg,jara,identidad,0.25,0.078462124,0.3054963
1owju60,jara,economia,0.25,2.1459696,2.5394921
1p7d91f,jara,democracia,0.5,-5.1280165,7.2953453
1ok2i5j,jara,democracia,0.25,13.616611,3.3430846
1oudk5v,jara,seguridad,0.55,1.6373427,5.201206
1potxmm,jara,identidad,0.35,-5.430101,0.60581225
1mokdp5,jara,economia,0.55,-0.2873652,4.243094
1p5piot,jara,democracia,0.4,5.87435,-4.0320234
1of0h1j,jara,democracia,0.45,-1.3186891,5.481067
1owc9t2,jara,campana_electoral,0.66,2.39768,-1.063515
1ndyalk,jara,democracia,0.25,6.386904,-4.0189905
1p6k7mh,jara,campana_electoral,0.5,-3.78898,1.2905527
1p0g05w,jara,campana_electoral,0.4,5.4250283,-0.9254273
1p7d91f,jara,democracia,0.65,-5.5623946,5.6910243
1mwip8e,jara,campana_electoral,0.35,-4.4694705,4.7708635
1pfno3z,jara,moral,0.25,1.2630686,0.57043415
1pk1f27,jara,identidad,0.35,0.3577058,0.09028608
1oz0161,jara,democracia,0.55,1.6693151,-6.8110332
1px42s9,jara,identidad,0.2,-0.16410312,-2.4993114
1p3w2nq,jara,venezuela_latam,0.55,-0.41377857,1.0287473
1oy31qu,jara,identidad,0.3,3.290657,2.1246707
1mtuwxr,jara,campana_electoral,0.1,-0.0026018429,6.7653003
1pmsfqi,jara,democracia,0.3,-6.8024983,3.2112668
1p0iu04,jara,democracia,0.1,5.827667,1.2914537
1pe2hi2,jara,democracia,0.3,6.3437347,-4.2958045
1oqfvuz,jara,identidad,0.18,-0.44368196,-0.91722256
1pcdmyl,jara,identidad,0.5,-2.0543296,-0.076416045
1o5h8m1,jara,identidad,0.28,0.055778243,-1.0930924
1p4pkd7,jara,campana_electoral,0.36,2.2530634,-0.8494907
1ona3yr,jara,campana_electoral,0.3,6.2261343,-0.10318617
1peepy6,jara,campana_electoral,0.3375,-4.615493,4.901582
1pffwt1,jara,democracia,0.58,0.9041723,1.9229258
1pmisir,jara,democracia,0.24,2.8176205,-6.2266917
1na4sbi,jara,medios_fakenews,0.5,-0.02672995,0.6589534
1om0fpv,jara,democracia,0.4,-7.0467496,6.601111
1odgz5s,jara,democracia,0.4,0.55671424,-5.15472
1oz19t8,jara,campana_electoral,0.45,-5.9592915,3.5560908
1p1yvgk,jara,democracia,0.45,0.6328518,-0.5160701
1p2mtyk,jara,campana_electoral,0.45,-5.8947196,0.6359444
1or8ido,jara,identidad,0.15,-2.7500498,-2.0358715
1of0h1j,jara,democracia,0.45,-1.2655307,5.7253294
1owo9pd,jara,campana_electoral,0.2,-1.7787663,2.1205919
1neoyyp,jara,migracion,0.25,3.3006184,1.8110621
1oxmuxv,jara,economia,0.55,5.7252626,-1.5540645
1nzuzzd,jara,democracia,0.15,-0.98204076,-0.65948856
1pam1pk,jara,democracia,0.25,-7.0145793,6.534392
1p3c43g,jara,campana_electoral,0.4,-5.240901,4.709696
1p8vx9e,jara,medios_fakenews,0.2,-2.1161716,5.5547276
1p89unk,jara,campana_electoral,0.3,2.9871051,1.9598454
1o3xi9h,jara,identidad,0.25,-3.8979092,2.4389653
1okogou,jara,identidad,0.25,-2.7640276,2.1612973
1oz4bv6,jara,identidad,0.55,3.3010304,-2.3822312
1okzbzp,jara,economia,0.55,1.262078,4.4513254
1p85mlh,jara,democracia,0.3,0.36491638,-4.5841556
1oei4j9,jara,campana_electoral,0.55,1.2814019,0.44697246
1om0fpv,jara,democracia,0.3,9.746197,-6.7831397
1nvby05,jara,democracia,0.45,-1.4130074,2.9110293
1nzuzzd,jara,religion_valvores,0.1,-1.858548,3.6399767
1pipv9f,jara,economia,0.3,-1.6137183,11.704643
1ozj92n,jara,democracia,0.15,-2.247929,11.62934
1n87t00,jara,identidad,0.1,-1.3055347,-3.1637082
1qij81e,jara,democracia,0.3,-1.0207583,0.9552239
1od9th6,jara,identidad,0.5,-0.8316218,-1.3085998
1ov2e18,jara,identidad,0.6,-1.2395954,5.7588563
1p4of85,jara,democracia,0.25,4.206307,4.1083603
1mj42es,jara,democracia,0.2,-1.7191688,4.5405126
1n1qy3v,jara,venezuela_latam,0.3,-0.20557044,3.5006924
1p28qjd,jara,democracia,0.3,-3.6269906,-1.011607
1p28qjd,jara,campana_electoral,0.4,-1.2046232,1.8381155
1mok7a5,jara,medios_fakenews,0.4,0.48072976,3.1084332
1oxbq0o,jara,campana_electoral,0.25,-2.7164655,1.7954695
1owfqr4,jara,identidad,0.55,2.4936106,-0.103501804
1nhomrc,jara,campana_electoral,0.5,2.0347915,1.2009566
1oq06v9,jara,medios_fakenews,0.35,-0.5764148,4.141788
1o52not,jara,moral,0.35,-4.2509117,5.364083
1p2kp2k,jara,democracia,0.5,0.17348152,-5.628498
1ozdr26,jara,identidad,0.35,0.17564252,3.7873678
1oz4ve4,jara,identidad,0.45,-3.8063838,1.3068296
1mwqjes,jara,economia,0.6,-0.4791904,1.3905605
1n2stww,jara,pinochet_ddhh,0.55,3.01209,-1.9948233
1p62nrq,jara,economia,0.375,-3.1253564,-0.69075274
1mokdp5,jara,identidad,0.65,0.33752435,-2.1152503
1oifjt6,jara,identidad,0.5,-3.1262517,-0.52385926
1pk5n27,jara,seguridad,0.2,0.192986,4.5796747
1okx4rn,jara,moral,0.3,2.9453454,-2.197895
1pe41e1,jara,medios_fakenews,0.25,2.5763576,-0.24413243
1nnhrgj,jara,democracia,0.6,6.262999,-0.0581252
1pm2vps,jara,economia,0.5,-3.8206592,1.6146219
1ol4b8d,jara,identidad,0.35,0.6003838,-2.2862856
1n3pd37,jara,campana_electoral,0.4,-0.3615158,4.8539596
1pmzl1d,jara,seguridad,0.35,-1.503604,4.359584
1oz2z5x,jara,identidad,0.3,1.1912944,2.742285
1piocrs,jara,medios_fakenews,0.5,-2.3355007,5.700725
1ple47a,jara,campana_electoral,0.35,-2.2307343,-0.031080935
1n15cm9,jara,identidad,0.5,-4.018137,2.4313776
1o2qfk1,jara,campana_electoral,0.5,0.67338866,1.9429076
1odgz5s,jara,democracia,0.5,2.1228573,-6.2611337
1oxmuxv,jara,campana_electoral,0.25,2.779596,-6.589484
1pjdjo2,jara,democracia,0.4,6.438773,-4.0243716
1mxdsg9,jara,campana_electoral,0.3,0.052714016,6.785973
1pd3b5x,jara,campana_electoral,0.45,2.0435994,1.269706
1p1uca8,jara,economia,0.3,1.342854,3.446464
1p89unk,jara,democracia,0.1,0.010996983,-4.493606
1nd1cy7,jara,democracia,0.6,-0.5637201,1.4264768
1p0v907,jara,economia,0.3,-1.9291298,0.7197987
1pmqfw4,jara,democracia,0.7425,-4.584479,0.87063044
1n474x3,jara,moral,0.15,2.3640287,1.8377669
1od6frl,jara,medios_fakenews,0.72,0.043793093,4.378432
1oszezu,jara,economia,0.45,3.523999,-2.7790296
1oj642l,jara,pinochet_ddhh,0.55,3.006441,-2.1825225
1p3085m,jara,campana_electoral,0.3,-2.721142,2.350128
1muyjix,jara,democracia,0.5,-1.0026853,4.4558935
1pe2hi2,jara,seguridad,0.3,3.4512265,-1.88394
1ok2i5j,jara,moral,0.55,-1.6608989,2.0281122
1nyy3zn,jara,democracia,0.6,3.461667,-6.37942
1pju4lr,jara,seguridad,0.3,-1.3521031,5.298918
1p0farg,jara,economia,0.55,1.2067295,4.622572
1n4tsyy,jara,democracia,0.4,-4.56851,0.8766828
1nhke1o,jara,democracia,0.15,2.0775518,-6.449719
1p1b8wf,jara,democracia,0.6,-2.3125293,-0.09067085
1ogy8dt,jara,campana_electoral,0.15,-0.38877657,6.5019164
1o5vj4q,jara,economia,0.2,2.6428094,7.146866
1pki1os,jara,identidad,0.4,-5.4350076,0.21938634
1ng63gu,jara,campana_electoral,0.55,1.4143445,3.8071184
1oyyaxn,jara,campana_electoral,0.35,-5.0487556,4.8474627
1pmyvdg,jara,campana_electoral,0.54,1.822455,1.0764973
1o7s8kt,jara,medios_fakenews,0.35,-1.7837889,0.5283488
1pk1f27,jara,identidad,0.36,0.37718543,-0.023058368
1ovzt0c,jara,identidad,0.35,1.2087098,2.4276721
1pijcbm,jara,economia,0.4,-1.2309523,5.7570877
1pb0gt1,jara,campana_electoral,0.35,-5.78119,0.39871177
1mokdp5,jara,seguridad,0.45,1.5620525,5.0985413
1p43msc,jara,campana_electoral,0.87,2.1597853,4.1273217
1oxbq0o,jara,democracia,0.3,-2.0780058,3.557398
1ozl3su,jara,identidad,0.55,2.272552,3.604431
1o52czr,jara,democracia,0.35,0.6442719,-5.011368
1p2ykbz,jara,campana_electoral,0.5,5.443686,-0.94490576
1nug1xi,jara,migracion,0.1,-2.0156925,11.723214
1ov4fyd,jara,democracia,0.25,-0.17653912,2.2785652
1nguxew,jara,migracion,0.5,-0.5157416,2.7324722
1oyzr2e,jara,identidad,0.65,-0.21552019,0.76880354
1p4pkd7,jara,campana_electoral,0.25,2.1500041,-12.589764
1omqzqq,jara,democracia,0.5,-4.2799006,2.2304199
1ovzt0c,jara,democracia,0.25,2.8550353,3.2769372
1p42asm,jara,moral,0.45,-2.9409707,3.4624403
1oez5r5,jara,democracia,0.45,1.9689676,-6.993468
1oybifx,jara,seguridad,0.2,3.3505871,1.4909395
